ticker,snapshots,start,end,cadence_p50_ms,cadence_p95_ms,request_p50_ms,request_p95_ms
KXNBAGAME-26JUN05NYKSAS-NYK,16659,2026-06-06 00:27:42.967961914+00:00,2026-06-06 05:20:51.899941895+00:00,956.3779296875,1283.98583984375,238.31494140625,338.66977539062475
KXNBAGAME-26JUN05NYKSAS-SAS,16657,2026-06-06 00:27:42.404625977+00:00,2026-06-06 05:20:51.429208984+00:00,956.67333984375,1286.6951293945312,237.5068359375,337.9892578125
