event_wall_ms,event_wall_ts,period,clock,description,event_type,scorer_side,scorer_label,scorer_team_id,expected_team_id,team_id_matches_side,points,pre_home_points,pre_away_points,post_home_points,post_away_points,pre_diff_for_scorer
1780713034000.0,2026-06-06 02:30:34+00:00,3,3:30,OG Anunoby makes two point driving layup (Jalen Brunson assists),twopointmade,away,NYK,67468ecc-b868-43a4-b9dc-751a52894bb0,67468ecc-b868-43a4-b9dc-751a52894bb0,True,2,70,74,70,76,-4
1780713046000.0,2026-06-06 02:30:46+00:00,3,3:19,Stephon Castle makes two point driving finger roll layup,twopointmade,home,SAS,ad36c3e8-4194-4e63-920f-7c50f46191a6,ad36c3e8-4194-4e63-920f-7c50f46191a6,True,2,70,76,72,76,6
1780713332000.0,2026-06-06 02:35:32+00:00,3,2:26,Miles McBride makes two point stepback jump shot (Landry Shamet assists),twopointmade,away,NYK,67468ecc-b868-43a4-b9dc-751a52894bb0,67468ecc-b868-43a4-b9dc-751a52894bb0,True,2,72,76,72,78,-4
1780713365000.0,2026-06-06 02:36:05+00:00,3,1:50,Mikal Bridges makes two point pullup jump shot (Miles McBride assists),twopointmade,away,NYK,67468ecc-b868-43a4-b9dc-751a52894bb0,67468ecc-b868-43a4-b9dc-751a52894bb0,True,2,72,78,72,80,-6
1780713434000.0,2026-06-06 02:37:14+00:00,3,1:35,Keldon Johnson makes regular free throw 2 of 2,freethrowmade,home,SAS,ad36c3e8-4194-4e63-920f-7c50f46191a6,ad36c3e8-4194-4e63-920f-7c50f46191a6,True,1,72,80,73,80,8
1780713456000.0,2026-06-06 02:37:36+00:00,3,1:15,Mikal Bridges makes two point pullup jump shot,twopointmade,away,NYK,67468ecc-b868-43a4-b9dc-751a52894bb0,67468ecc-b868-43a4-b9dc-751a52894bb0,True,2,73,80,73,82,-7
1780713516000.0,2026-06-06 02:38:36+00:00,3,00:35,Mitchell Robinson makes two point alley-oop dunk (Mikal Bridges assists),twopointmade,away,NYK,67468ecc-b868-43a4-b9dc-751a52894bb0,67468ecc-b868-43a4-b9dc-751a52894bb0,True,2,73,82,73,84,-9
1780713536000.0,2026-06-06 02:38:56+00:00,3,00:19.60,Victor Wembanyama makes two point pullup jump shot (De'Aaron Fox assists),twopointmade,home,SAS,ad36c3e8-4194-4e63-920f-7c50f46191a6,ad36c3e8-4194-4e63-920f-7c50f46191a6,True,2,73,84,75,84,11
1780713867000.0,2026-06-06 02:44:27+00:00,4,11:01,Landry Shamet makes three point jump shot (Jose Alvarado assists),threepointmade,away,NYK,67468ecc-b868-43a4-b9dc-751a52894bb0,67468ecc-b868-43a4-b9dc-751a52894bb0,True,3,75,84,75,87,-9
1780713884000.0,2026-06-06 02:44:44+00:00,4,10:44,Victor Wembanyama makes three point jump shot (Stephon Castle assists),threepointmade,home,SAS,ad36c3e8-4194-4e63-920f-7c50f46191a6,ad36c3e8-4194-4e63-920f-7c50f46191a6,True,3,75,87,78,87,12
1780713970000.0,2026-06-06 02:46:10+00:00,4,10:11,Stephon Castle makes two point cutting dunk (Devin Vassell assists),twopointmade,home,SAS,ad36c3e8-4194-4e63-920f-7c50f46191a6,ad36c3e8-4194-4e63-920f-7c50f46191a6,True,2,78,87,80,87,9
