event_idx,ticker,event_wall_ts,period,clock,description,event_type,scorer_side,scorer_label,points,pre_score,post_score,pre_diff_for_scorer,pre_capture_lag_ms,pre_yes_bid,pre_yes_ask,pre_mid,pre_buy_premium_1c,pre_sell_premium_1c,pre_buy_premium_5c,pre_sell_premium_5c,first_plus_1c_ms,horizon_ms,post_capture_lag_ms,post_yes_bid,post_yes_ask,post_mid,mid_move,ask_move,bid_move,post_buy_premium_1c,post_sell_premium_1c,post_buy_premium_5c,post_sell_premium_5c,roundtrip_contracts,roundtrip_entry_cost,roundtrip_exit_proceeds,roundtrip_pnl,roundtrip_avg_entry,roundtrip_avg_exit,roundtrip_worst_entry,roundtrip_worst_exit
2,KXNBAGAME-26JUN05NYKSAS-SAS,2026-06-06 00:45:08+00:00,1,10:55,Julian Champagnie makes regular free throw 1 of 2,freethrowmade,home,SAS,1,2-3,2-4,-1,106.9599609375,0.69,0.7,0.695,634520.3334,75083.06839999999,1008124.8208,257756.7199,,3000,3585.693115234375,0.69,0.7,0.695,0.0,0.0,0.0,324553.93139999994,182942.4983,720213.9487999999,308568.4398,0.0,0.0,0.0,0.0,,,,
2,KXNBAGAME-26JUN05NYKSAS-SAS,2026-06-06 00:45:08+00:00,1,10:55,Julian Champagnie makes regular free throw 1 of 2,freethrowmade,home,SAS,1,2-3,2-4,-1,106.9599609375,0.69,0.7,0.695,634520.3334,75083.06839999999,1008124.8208,257756.7199,,10000,10768.887939453125,0.69,0.7,0.695,0.0,0.0,0.0,463682.30939999997,236647.7262,956908.3267999999,322514.4207,0.0,0.0,0.0,0.0,,,,
2,KXNBAGAME-26JUN05NYKSAS-SAS,2026-06-06 00:45:08+00:00,1,10:55,Julian Champagnie makes regular free throw 1 of 2,freethrowmade,home,SAS,1,2-3,2-4,-1,106.9599609375,0.69,0.7,0.695,634520.3334,75083.06839999999,1008124.8208,257756.7199,,60000,60524.9970703125,0.69,0.71,0.7,0.0050000000000000044,0.010000000000000009,0.0,201893.8425,11530.31,365533.1046,92151.2828,0.0,0.0,0.0,0.0,,,,
3,KXNBAGAME-26JUN05NYKSAS-SAS,2026-06-06 00:45:08+00:00,1,10:55,Julian Champagnie makes regular free throw 2 of 2,freethrowmade,home,SAS,1,2-4,2-5,-2,106.9599609375,0.69,0.7,0.695,634520.3334,75083.06839999999,1008124.8208,257756.7199,,250,1033.450927734375,0.69,0.7,0.695,0.0,0.0,0.0,391100.5744,91610.5283,738981.0393,251608.6798,0.0,0.0,0.0,0.0,,,,
3,KXNBAGAME-26JUN05NYKSAS-SAS,2026-06-06 00:45:08+00:00,1,10:55,Julian Champagnie makes regular free throw 2 of 2,freethrowmade,home,SAS,1,2-4,2-5,-2,106.9599609375,0.69,0.7,0.695,634520.3334,75083.06839999999,1008124.8208,257756.7199,,500,1033.450927734375,0.69,0.7,0.695,0.0,0.0,0.0,391100.5744,91610.5283,738981.0393,251608.6798,0.0,0.0,0.0,0.0,,,,
3,KXNBAGAME-26JUN05NYKSAS-SAS,2026-06-06 00:45:08+00:00,1,10:55,Julian Champagnie makes regular free throw 2 of 2,freethrowmade,home,SAS,1,2-4,2-5,-2,106.9599609375,0.69,0.7,0.695,634520.3334,75083.06839999999,1008124.8208,257756.7199,,1000,1033.450927734375,0.69,0.7,0.695,0.0,0.0,0.0,391100.5744,91610.5283,738981.0393,251608.6798,0.0,0.0,0.0,0.0,,,,
3,KXNBAGAME-26JUN05NYKSAS-SAS,2026-06-06 00:45:08+00:00,1,10:55,Julian Champagnie makes regular free throw 2 of 2,freethrowmade,home,SAS,1,2-4,2-5,-2,106.9599609375,0.69,0.7,0.695,634520.3334,75083.06839999999,1008124.8208,257756.7199,,3000,3585.693115234375,0.69,0.7,0.695,0.0,0.0,0.0,324553.93139999994,182942.4983,720213.9487999999,308568.4398,0.0,0.0,0.0,0.0,,,,
3,KXNBAGAME-26JUN05NYKSAS-SAS,2026-06-06 00:45:08+00:00,1,10:55,Julian Champagnie makes regular free throw 2 of 2,freethrowmade,home,SAS,1,2-4,2-5,-2,106.9599609375,0.69,0.7,0.695,634520.3334,75083.06839999999,1008124.8208,257756.7199,,10000,10768.887939453125,0.69,0.7,0.695,0.0,0.0,0.0,463682.30939999997,236647.7262,956908.3267999999,322514.4207,0.0,0.0,0.0,0.0,,,,
3,KXNBAGAME-26JUN05NYKSAS-SAS,2026-06-06 00:45:08+00:00,1,10:55,Julian Champagnie makes regular free throw 2 of 2,freethrowmade,home,SAS,1,2-4,2-5,-2,106.9599609375,0.69,0.7,0.695,634520.3334,75083.06839999999,1008124.8208,257756.7199,,60000,60524.9970703125,0.69,0.71,0.7,0.0050000000000000044,0.010000000000000009,0.0,201893.8425,11530.31,365533.1046,92151.2828,0.0,0.0,0.0,0.0,,,,
4,KXNBAGAME-26JUN05NYKSAS-NYK,2026-06-06 00:46:38+00:00,1,10:18,Jalen Brunson makes regular free throw 1 of 3,freethrowmade,away,NYK,1,2-5,3-5,3,307.507080078125,0.31,0.31999999999999995,0.31499999999999995,335390.76819999993,44013.698,512867.3611999999,85818.0191,,250,800.653076171875,0.31,0.31999999999999995,0.31499999999999995,0.0,0.0,0.0,222196.76259999996,27812.4425,360372.35559999995,69620.81360000001,0.0,0.0,0.0,0.0,,,,
4,KXNBAGAME-26JUN05NYKSAS-NYK,2026-06-06 00:46:38+00:00,1,10:18,Jalen Brunson makes regular free throw 1 of 3,freethrowmade,away,NYK,1,2-5,3-5,3,307.507080078125,0.31,0.31999999999999995,0.31499999999999995,335390.76819999993,44013.698,512867.3611999999,85818.0191,,500,800.653076171875,0.31,0.31999999999999995,0.31499999999999995,0.0,0.0,0.0,222196.76259999996,27812.4425,360372.35559999995,69620.81360000001,0.0,0.0,0.0,0.0,,,,
4,KXNBAGAME-26JUN05NYKSAS-NYK,2026-06-06 00:46:38+00:00,1,10:18,Jalen Brunson makes regular free throw 1 of 3,freethrowmade,away,NYK,1,2-5,3-5,3,307.507080078125,0.31,0.31999999999999995,0.31499999999999995,335390.76819999993,44013.698,512867.3611999999,85818.0191,,1000,1997.02001953125,0.31,0.31999999999999995,0.31499999999999995,0.0,0.0,0.0,166404.2026,27488.5802,304519.41939999996,68461.02130000001,0.0,0.0,0.0,0.0,,,,
4,KXNBAGAME-26JUN05NYKSAS-NYK,2026-06-06 00:46:38+00:00,1,10:18,Jalen Brunson makes regular free throw 1 of 3,freethrowmade,away,NYK,1,2-5,3-5,3,307.507080078125,0.31,0.31999999999999995,0.31499999999999995,335390.76819999993,44013.698,512867.3611999999,85818.0191,,3000,3199.653076171875,0.31,0.31999999999999995,0.31499999999999995,0.0,0.0,0.0,164131.68819999998,26888.5802,300047.425,66781.2413,0.0,0.0,0.0,0.0,,,,
4,KXNBAGAME-26JUN05NYKSAS-NYK,2026-06-06 00:46:38+00:00,1,10:18,Jalen Brunson makes regular free throw 1 of 3,freethrowmade,away,NYK,1,2-5,3-5,3,307.507080078125,0.31,0.31999999999999995,0.31499999999999995,335390.76819999993,44013.698,512867.3611999999,85818.0191,,10000,10256.06103515625,0.31,0.31999999999999995,0.31499999999999995,0.0,0.0,0.0,309094.02579999994,93706.1416,484384.76259999996,132395.2253,0.0,0.0,0.0,0.0,,,,
4,KXNBAGAME-26JUN05NYKSAS-NYK,2026-06-06 00:46:38+00:00,1,10:18,Jalen Brunson makes regular free throw 1 of 3,freethrowmade,away,NYK,1,2-5,3-5,3,307.507080078125,0.31,0.31999999999999995,0.31499999999999995,335390.76819999993,44013.698,512867.3611999999,85818.0191,,60000,60452.056884765625,0.32,0.32999999999999996,0.32499999999999996,0.010000000000000009,0.010000000000000009,0.010000000000000009,230408.90859999997,46348.4155,353864.1906,78684.65669999999,63306.89,20258.204799999996,20258.2048,3.637978807091713e-12,0.31999999999999995,0.32,0.31999999999999995,0.32
5,KXNBAGAME-26JUN05NYKSAS-NYK,2026-06-06 00:47:01+00:00,1,10:18,Jalen Brunson makes regular free throw 2 of 3,freethrowmade,away,NYK,1,3-5,4-5,2,889.943115234375,0.31,0.31999999999999995,0.31499999999999995,294592.81259999995,96105.5629,469811.54939999996,133187.1466,,250,300.81591796875,0.31,0.31999999999999995,0.31499999999999995,0.0,0.0,0.0,304194.26819999993,30525.7527,479413.00499999995,67607.3364,0.0,0.0,0.0,0.0,,,,
5,KXNBAGAME-26JUN05NYKSAS-NYK,2026-06-06 00:47:01+00:00,1,10:18,Jalen Brunson makes regular free throw 2 of 3,freethrowmade,away,NYK,1,3-5,4-5,2,889.943115234375,0.31,0.31999999999999995,0.31499999999999995,294592.81259999995,96105.5629,469811.54939999996,133187.1466,,500,1669.587890625,0.31,0.31999999999999995,0.31499999999999995,0.0,0.0,0.0,194442.94019999995,26880.752699999997,325986.57699999993,63956.2464,0.0,0.0,0.0,0.0,,,,
5,KXNBAGAME-26JUN05NYKSAS-NYK,2026-06-06 00:47:01+00:00,1,10:18,Jalen Brunson makes regular free throw 2 of 3,freethrowmade,away,NYK,1,3-5,4-5,2,889.943115234375,0.31,0.31999999999999995,0.31499999999999995,294592.81259999995,96105.5629,469811.54939999996,133187.1466,,1000,1669.587890625,0.31,0.31999999999999995,0.31499999999999995,0.0,0.0,0.0,194442.94019999995,26880.752699999997,325986.57699999993,63956.2464,0.0,0.0,0.0,0.0,,,,
5,KXNBAGAME-26JUN05NYKSAS-NYK,2026-06-06 00:47:01+00:00,1,10:18,Jalen Brunson makes regular free throw 2 of 3,freethrowmade,away,NYK,1,3-5,4-5,2,889.943115234375,0.31,0.31999999999999995,0.31499999999999995,294592.81259999995,96105.5629,469811.54939999996,133187.1466,,3000,4046.35693359375,0.31,0.31999999999999995,0.31499999999999995,0.0,0.0,0.0,144934.2946,28779.137600000002,272374.2704,64557.3513,0.0,0.0,0.0,0.0,,,,
5,KXNBAGAME-26JUN05NYKSAS-NYK,2026-06-06 00:47:01+00:00,1,10:18,Jalen Brunson makes regular free throw 2 of 3,freethrowmade,away,NYK,1,3-5,4-5,2,889.943115234375,0.31,0.31999999999999995,0.31499999999999995,294592.81259999995,96105.5629,469811.54939999996,133187.1466,,10000,10154.051025390625,0.31,0.31999999999999995,0.31499999999999995,0.0,0.0,0.0,254980.46339999998,27217.507599999997,487362.49019999994,64947.5313,0.0,0.0,0.0,0.0,,,,
5,KXNBAGAME-26JUN05NYKSAS-NYK,2026-06-06 00:47:01+00:00,1,10:18,Jalen Brunson makes regular free throw 2 of 3,freethrowmade,away,NYK,1,3-5,4-5,2,889.943115234375,0.31,0.31999999999999995,0.31499999999999995,294592.81259999995,96105.5629,469811.54939999996,133187.1466,,60000,60727.5009765625,0.32,0.32999999999999996,0.32499999999999996,0.010000000000000009,0.010000000000000009,0.010000000000000009,198242.85799999998,33232.984,315053.6175,64554.822199999995,42608.7,13634.783999999998,13634.784,1.8189894035458565e-12,0.31999999999999995,0.32,0.31999999999999995,0.32
6,KXNBAGAME-26JUN05NYKSAS-NYK,2026-06-06 00:47:24+00:00,1,10:18,Jalen Brunson makes regular free throw 3 of 3,freethrowmade,away,NYK,1,4-5,5-5,1,318.6650390625,0.32,0.32999999999999996,0.32499999999999996,210846.72719999996,22451.330500000004,277574.33969999995,82753.9808,,250,845.572998046875,0.32,0.32999999999999996,0.32499999999999996,0.0,0.0,0.0,210903.0403,22451.330500000004,277630.6528,82764.4108,0.0,0.0,0.0,0.0,,,,
6,KXNBAGAME-26JUN05NYKSAS-NYK,2026-06-06 00:47:24+00:00,1,10:18,Jalen Brunson makes regular free throw 3 of 3,freethrowmade,away,NYK,1,4-5,5-5,1,318.6650390625,0.32,0.32999999999999996,0.32499999999999996,210846.72719999996,22451.330500000004,277574.33969999995,82753.9808,,500,845.572998046875,0.32,0.32999999999999996,0.32499999999999996,0.0,0.0,0.0,210903.0403,22451.330500000004,277630.6528,82764.4108,0.0,0.0,0.0,0.0,,,,
6,KXNBAGAME-26JUN05NYKSAS-NYK,2026-06-06 00:47:24+00:00,1,10:18,Jalen Brunson makes regular free throw 3 of 3,freethrowmade,away,NYK,1,4-5,5-5,1,318.6650390625,0.32,0.32999999999999996,0.32499999999999996,210846.72719999996,22451.330500000004,277574.33969999995,82753.9808,,1000,2119.14404296875,0.32,0.32999999999999996,0.32499999999999996,0.0,0.0,0.0,256762.43639999995,34206.254799999995,324374.2459,52579.3604,0.0,0.0,0.0,0.0,,,,
6,KXNBAGAME-26JUN05NYKSAS-NYK,2026-06-06 00:47:24+00:00,1,10:18,Jalen Brunson makes regular free throw 3 of 3,freethrowmade,away,NYK,1,4-5,5-5,1,318.6650390625,0.32,0.32999999999999996,0.32499999999999996,210846.72719999996,22451.330500000004,277574.33969999995,82753.9808,,3000,3513.572998046875,0.32,0.32999999999999996,0.32499999999999996,0.0,0.0,0.0,265304.48269999993,29722.171599999998,337219.48029999994,49077.2362,0.0,0.0,0.0,0.0,,,,
6,KXNBAGAME-26JUN05NYKSAS-NYK,2026-06-06 00:47:24+00:00,1,10:18,Jalen Brunson makes regular free throw 3 of 3,freethrowmade,away,NYK,1,4-5,5-5,1,318.6650390625,0.32,0.32999999999999996,0.32499999999999996,210846.72719999996,22451.330500000004,277574.33969999995,82753.9808,,10000,10723.8759765625,0.32,0.32999999999999996,0.32499999999999996,0.0,0.0,0.0,215410.02289999998,33195.8096,295404.94149999996,65747.20479999999,0.0,0.0,0.0,0.0,,,,
6,KXNBAGAME-26JUN05NYKSAS-NYK,2026-06-06 00:47:24+00:00,1,10:18,Jalen Brunson makes regular free throw 3 of 3,freethrowmade,away,NYK,1,4-5,5-5,1,318.6650390625,0.32,0.32999999999999996,0.32499999999999996,210846.72719999996,22451.330500000004,277574.33969999995,82753.9808,,60000,60843.2060546875,0.31,0.31999999999999995,0.31499999999999995,-0.010000000000000009,-0.010000000000000009,-0.010000000000000009,95964.76509999999,5406.2896,247814.57169999997,52513.644400000005,0.0,0.0,0.0,0.0,,,,
7,KXNBAGAME-26JUN05NYKSAS-SAS,2026-06-06 00:48:07+00:00,1,9:59,Julian Champagnie makes three point jump shot (Devin Vassell assists),threepointmade,home,SAS,3,5-5,5-8,0,1166.427978515625,0.67,0.6799999999999999,0.675,298868.1269,91196.6758,477665.55049999995,153207.7033,3587.51806640625,250,1149.697021484375,0.67,0.6799999999999999,0.675,0.0,0.0,0.0,61162.1268,35152.7475,160833.3234,92738.545,0.0,0.0,0.0,0.0,,,,
7,KXNBAGAME-26JUN05NYKSAS-SAS,2026-06-06 00:48:07+00:00,1,9:59,Julian Champagnie makes three point jump shot (Devin Vassell assists),threepointmade,home,SAS,3,5-5,5-8,0,1166.427978515625,0.67,0.6799999999999999,0.675,298868.1269,91196.6758,477665.55049999995,153207.7033,3587.51806640625,500,1149.697021484375,0.67,0.6799999999999999,0.675,0.0,0.0,0.0,61162.1268,35152.7475,160833.3234,92738.545,0.0,0.0,0.0,0.0,,,,
7,KXNBAGAME-26JUN05NYKSAS-SAS,2026-06-06 00:48:07+00:00,1,9:59,Julian Champagnie makes three point jump shot (Devin Vassell assists),threepointmade,home,SAS,3,5-5,5-8,0,1166.427978515625,0.67,0.6799999999999999,0.675,298868.1269,91196.6758,477665.55049999995,153207.7033,3587.51806640625,1000,1149.697021484375,0.67,0.6799999999999999,0.675,0.0,0.0,0.0,61162.1268,35152.7475,160833.3234,92738.545,0.0,0.0,0.0,0.0,,,,
7,KXNBAGAME-26JUN05NYKSAS-SAS,2026-06-06 00:48:07+00:00,1,9:59,Julian Champagnie makes three point jump shot (Devin Vassell assists),threepointmade,home,SAS,3,5-5,5-8,0,1166.427978515625,0.67,0.6799999999999999,0.675,298868.1269,91196.6758,477665.55049999995,153207.7033,3587.51806640625,3000,3587.51806640625,0.68,0.69,0.685,0.010000000000000009,0.010000000000000009,0.010000000000000009,56776.601599999995,82381.3319,177158.4712,150724.78530000002,80139.49,54494.8532,54494.853200000005,7.275957614183426e-12,0.6799999999999999,0.68,0.6799999999999999,0.68
7,KXNBAGAME-26JUN05NYKSAS-SAS,2026-06-06 00:48:07+00:00,1,9:59,Julian Champagnie makes three point jump shot (Devin Vassell assists),threepointmade,home,SAS,3,5-5,5-8,0,1166.427978515625,0.67,0.6799999999999999,0.675,298868.1269,91196.6758,477665.55049999995,153207.7033,3587.51806640625,10000,10888.760009765625,0.69,0.7,0.695,0.019999999999999907,0.020000000000000018,0.019999999999999907,238368.0754,25924.2995,489014.31309999997,120026.4816,37846.55,25735.653999999995,25924.2995,188.645500000006,0.6799999999999998,0.6849844833941271,0.6799999999999999,0.68
7,KXNBAGAME-26JUN05NYKSAS-SAS,2026-06-06 00:48:07+00:00,1,9:59,Julian Champagnie makes three point jump shot (Devin Vassell assists),threepointmade,home,SAS,3,5-5,5-8,0,1166.427978515625,0.67,0.6799999999999999,0.675,298868.1269,91196.6758,477665.55049999995,153207.7033,3587.51806640625,60000,61222.007080078125,0.71,0.72,0.715,0.039999999999999925,0.040000000000000036,0.039999999999999925,246468.8808,75929.3085,480832.55220000003,164022.6152,156883.17,106680.55559999998,109960.00209999998,3279.4465000000055,0.6799999999999998,0.7009037495863959,0.6799999999999999,0.68
8,KXNBAGAME-26JUN05NYKSAS-SAS,2026-06-06 00:48:56+00:00,1,9:34,Stephon Castle makes two point driving floating bank jump shot,twopointmade,home,SAS,2,5-8,5-10,-3,1142.760986328125,0.69,0.7,0.695,51500.575,38843.6978,235306.1527,134025.9499,18.278076171875,250,1198.9169921875,0.7,0.71,0.705,0.010000000000000009,0.010000000000000009,0.010000000000000009,94761.764,21343.576,272436.7163,114140.18370000001,0.0,0.0,0.0,0.0,,,,
8,KXNBAGAME-26JUN05NYKSAS-SAS,2026-06-06 00:48:56+00:00,1,9:34,Stephon Castle makes two point driving floating bank jump shot,twopointmade,home,SAS,2,5-8,5-10,-3,1142.760986328125,0.69,0.7,0.695,51500.575,38843.6978,235306.1527,134025.9499,18.278076171875,500,1198.9169921875,0.7,0.71,0.705,0.010000000000000009,0.010000000000000009,0.010000000000000009,94761.764,21343.576,272436.7163,114140.18370000001,0.0,0.0,0.0,0.0,,,,
8,KXNBAGAME-26JUN05NYKSAS-SAS,2026-06-06 00:48:56+00:00,1,9:34,Stephon Castle makes two point driving floating bank jump shot,twopointmade,home,SAS,2,5-8,5-10,-3,1142.760986328125,0.69,0.7,0.695,51500.575,38843.6978,235306.1527,134025.9499,18.278076171875,1000,1198.9169921875,0.7,0.71,0.705,0.010000000000000009,0.010000000000000009,0.010000000000000009,94761.764,21343.576,272436.7163,114140.18370000001,0.0,0.0,0.0,0.0,,,,
8,KXNBAGAME-26JUN05NYKSAS-SAS,2026-06-06 00:48:56+00:00,1,9:34,Stephon Castle makes two point driving floating bank jump shot,twopointmade,home,SAS,2,5-8,5-10,-3,1142.760986328125,0.69,0.7,0.695,51500.575,38843.6978,235306.1527,134025.9499,18.278076171875,3000,3863.721923828125,0.71,0.72,0.715,0.020000000000000018,0.020000000000000018,0.020000000000000018,105244.22320000001,35091.211299999995,238617.4017,131654.6174,11121.73,7785.210999999999,7896.4283,111.21730000000025,0.7,0.71,0.7,0.71
8,KXNBAGAME-26JUN05NYKSAS-SAS,2026-06-06 00:48:56+00:00,1,9:34,Stephon Castle makes two point driving floating bank jump shot,twopointmade,home,SAS,2,5-8,5-10,-3,1142.760986328125,0.69,0.7,0.695,51500.575,38843.6978,235306.1527,134025.9499,18.278076171875,10000,10872.054931640625,0.71,0.72,0.715,0.020000000000000018,0.020000000000000018,0.020000000000000018,248986.958,75943.5085,483350.9528,168266.6052,23872.25,16710.575,16949.2975,238.72249999999985,0.7000000000000001,0.7100000000000001,0.7,0.71
