ticker,snapshots,start,end,cadence_p50_ms,cadence_p95_ms,request_p50_ms,request_p95_ms
KXNBAGAME-26JUN08SASNYK-NYK,18375,2026-06-09 01:11:31.503628906+00:00,2026-06-09 06:09:38.141691895+00:00,953.215576171875,1051.2978393554686,236.57080078125,266.52844238281244
KXNBAGAME-26JUN08SASNYK-SAS,18376,2026-06-09 01:11:31.020840088+00:00,2026-06-09 06:09:38.615826904+00:00,953.221923828125,1051.7129150390624,236.4334716796875,267.62493896484375
