event_idx,ticker,event_wall_ts,period,clock,description,event_type,scorer_side,scorer_label,points,pre_score,post_score,pre_diff_for_scorer,pre_capture_lag_ms,pre_yes_bid,pre_yes_ask,pre_mid,first_plus_1c_ms,first_plus_5c_ms,horizon_ms,post_capture_lag_ms,post_yes_bid,post_yes_ask,post_mid,mid_move,ask_move,bid_move
51,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:39:30.800000+00:00,2,3:20,V. Wembanyama alley-oop DUNK (14 PTS) (D. Fox 5 AST),twopointmade,away,SAS,2,52-50,54-50,-2.0,16.864990234375,0.54,0.55,0.545,1565.35107421875,,1000,1005.9599609375,0.54,0.55,0.545,0.0,0.0,0.0
51,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:39:30.800000+00:00,2,3:20,V. Wembanyama alley-oop DUNK (14 PTS) (D. Fox 5 AST),twopointmade,away,SAS,2,52-50,54-50,-2.0,16.864990234375,0.54,0.55,0.545,1565.35107421875,,3000,3106.40087890625,0.55,0.56,0.555,0.010000000000000009,0.010000000000000009,0.010000000000000009
51,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:39:30.800000+00:00,2,3:20,V. Wembanyama alley-oop DUNK (14 PTS) (D. Fox 5 AST),twopointmade,away,SAS,2,52-50,54-50,-2.0,16.864990234375,0.54,0.55,0.545,1565.35107421875,,10000,10244.123046875,0.56,0.57,0.565,0.019999999999999907,0.019999999999999907,0.020000000000000018
51,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:39:30.800000+00:00,2,3:20,V. Wembanyama alley-oop DUNK (14 PTS) (D. Fox 5 AST),twopointmade,away,SAS,2,52-50,54-50,-2.0,16.864990234375,0.54,0.55,0.545,1565.35107421875,,60000,60254.281005859375,0.55,0.56,0.555,0.010000000000000009,0.010000000000000009,0.010000000000000009
52,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:42:35.500000+00:00,2,2:59,J. Brunson Free Throw 1 of 2 (11 PTS),freethrowmade,home,NYK,1,54-50,54-51,4.0,0.050048828125,0.45,0.46,0.455,,,100,236.531005859375,0.45,0.46,0.455,0.0,0.0,0.0
52,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:42:35.500000+00:00,2,2:59,J. Brunson Free Throw 1 of 2 (11 PTS),freethrowmade,home,NYK,1,54-50,54-51,4.0,0.050048828125,0.45,0.46,0.455,,,250,326.583984375,0.45,0.46,0.455,0.0,0.0,0.0
52,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:42:35.500000+00:00,2,2:59,J. Brunson Free Throw 1 of 2 (11 PTS),freethrowmade,home,NYK,1,54-50,54-51,4.0,0.050048828125,0.45,0.46,0.455,,,500,519.2900390625,0.45,0.46,0.455,0.0,0.0,0.0
52,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:42:35.500000+00:00,2,2:59,J. Brunson Free Throw 1 of 2 (11 PTS),freethrowmade,home,NYK,1,54-50,54-51,4.0,0.050048828125,0.45,0.46,0.455,,,1000,1083.60595703125,0.45,0.46,0.455,0.0,0.0,0.0
52,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:42:35.500000+00:00,2,2:59,J. Brunson Free Throw 1 of 2 (11 PTS),freethrowmade,home,NYK,1,54-50,54-51,4.0,0.050048828125,0.45,0.46,0.455,,,3000,3047.281005859375,0.45,0.46,0.455,0.0,0.0,0.0
52,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:42:35.500000+00:00,2,2:59,J. Brunson Free Throw 1 of 2 (11 PTS),freethrowmade,home,NYK,1,54-50,54-51,4.0,0.050048828125,0.45,0.46,0.455,,,10000,10000.4990234375,0.45,0.46,0.455,0.0,0.0,0.0
52,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:42:35.500000+00:00,2,2:59,J. Brunson Free Throw 1 of 2 (11 PTS),freethrowmade,home,NYK,1,54-50,54-51,4.0,0.050048828125,0.45,0.46,0.455,,,60000,60016.507080078125,0.5,0.51,0.505,0.04999999999999999,0.04999999999999999,0.04999999999999999
53,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:42:58.900000+00:00,2,2:59,J. Brunson Free Throw 2 of 2 (12 PTS),freethrowmade,home,NYK,1,54-51,54-52,3.0,366.583984375,0.46,0.47,0.46499999999999997,,,100,142.160888671875,0.46,0.47,0.46499999999999997,0.0,0.0,0.0
53,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:42:58.900000+00:00,2,2:59,J. Brunson Free Throw 2 of 2 (12 PTS),freethrowmade,home,NYK,1,54-51,54-52,3.0,366.583984375,0.46,0.47,0.46499999999999997,,,250,595.748046875,0.46,0.47,0.46499999999999997,0.0,0.0,0.0
53,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:42:58.900000+00:00,2,2:59,J. Brunson Free Throw 2 of 2 (12 PTS),freethrowmade,home,NYK,1,54-51,54-52,3.0,366.583984375,0.46,0.47,0.46499999999999997,,,500,595.748046875,0.46,0.47,0.46499999999999997,0.0,0.0,0.0
53,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:42:58.900000+00:00,2,2:59,J. Brunson Free Throw 2 of 2 (12 PTS),freethrowmade,home,NYK,1,54-51,54-52,3.0,366.583984375,0.46,0.47,0.46499999999999997,,,1000,1056.98095703125,0.46,0.47,0.46499999999999997,0.0,0.0,0.0
53,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:42:58.900000+00:00,2,2:59,J. Brunson Free Throw 2 of 2 (12 PTS),freethrowmade,home,NYK,1,54-51,54-52,3.0,366.583984375,0.46,0.47,0.46499999999999997,,,3000,3021.8291015625,0.46,0.47,0.46499999999999997,0.0,0.0,0.0
53,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:42:58.900000+00:00,2,2:59,J. Brunson Free Throw 2 of 2 (12 PTS),freethrowmade,home,NYK,1,54-51,54-52,3.0,366.583984375,0.46,0.47,0.46499999999999997,,,10000,10059.51904296875,0.46,0.47,0.46499999999999997,0.0,0.0,0.0
53,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:42:58.900000+00:00,2,2:59,J. Brunson Free Throw 2 of 2 (12 PTS),freethrowmade,home,NYK,1,54-51,54-52,3.0,366.583984375,0.46,0.47,0.46499999999999997,,,60000,60013.678955078125,0.49,0.5,0.495,0.030000000000000027,0.030000000000000027,0.02999999999999997
54,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:43:19.900000+00:00,2,2:42,J. Hart running finger roll Layup (10 PTS),twopointmade,home,NYK,2,54-52,54-54,2.0,47.028076171875,0.48,0.49,0.485,1623.991943359375,,100,100.39208984375,0.48,0.49,0.485,0.0,0.0,0.0
54,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:43:19.900000+00:00,2,2:42,J. Hart running finger roll Layup (10 PTS),twopointmade,home,NYK,2,54-52,54-54,2.0,47.028076171875,0.48,0.49,0.485,1623.991943359375,,250,250.47802734375,0.48,0.49,0.485,0.0,0.0,0.0
54,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:43:19.900000+00:00,2,2:42,J. Hart running finger roll Layup (10 PTS),twopointmade,home,NYK,2,54-52,54-54,2.0,47.028076171875,0.48,0.49,0.485,1623.991943359375,,500,572.7060546875,0.48,0.49,0.485,0.0,0.0,0.0
54,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:43:19.900000+00:00,2,2:42,J. Hart running finger roll Layup (10 PTS),twopointmade,home,NYK,2,54-52,54-54,2.0,47.028076171875,0.48,0.49,0.485,1623.991943359375,,1000,1092.158935546875,0.48,0.49,0.485,0.0,0.0,0.0
54,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:43:19.900000+00:00,2,2:42,J. Hart running finger roll Layup (10 PTS),twopointmade,home,NYK,2,54-52,54-54,2.0,47.028076171875,0.48,0.49,0.485,1623.991943359375,,3000,3002.16796875,0.49,0.5,0.495,0.010000000000000009,0.010000000000000009,0.010000000000000009
54,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:43:19.900000+00:00,2,2:42,J. Hart running finger roll Layup (10 PTS),twopointmade,home,NYK,2,54-52,54-54,2.0,47.028076171875,0.48,0.49,0.485,1623.991943359375,,10000,10013.48193359375,0.5,0.51,0.505,0.020000000000000018,0.020000000000000018,0.020000000000000018
54,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:43:19.900000+00:00,2,2:42,J. Hart running finger roll Layup (10 PTS),twopointmade,home,NYK,2,54-52,54-54,2.0,47.028076171875,0.48,0.49,0.485,1623.991943359375,,60000,60014.27587890625,0.51,0.52,0.515,0.030000000000000027,0.030000000000000027,0.030000000000000027
55,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:43:43.600000+00:00,2,2:17,D. Fox 16' step back Jump Shot (4 PTS) (V. Wembanyama 3 AST),twopointmade,away,SAS,2,54-54,56-54,0.0,45.2060546875,0.5,0.51,0.505,,,100,122.912109375,0.5,0.51,0.505,0.0,0.0,0.0
55,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:43:43.600000+00:00,2,2:17,D. Fox 16' step back Jump Shot (4 PTS) (V. Wembanyama 3 AST),twopointmade,away,SAS,2,54-54,56-54,0.0,45.2060546875,0.5,0.51,0.505,,,250,271.20703125,0.49,0.51,0.5,-0.0050000000000000044,0.0,-0.010000000000000009
55,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:43:43.600000+00:00,2,2:17,D. Fox 16' step back Jump Shot (4 PTS) (V. Wembanyama 3 AST),twopointmade,away,SAS,2,54-54,56-54,0.0,45.2060546875,0.5,0.51,0.505,,,500,507.361083984375,0.49,0.5,0.495,-0.010000000000000009,-0.010000000000000009,-0.010000000000000009
55,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:43:43.600000+00:00,2,2:17,D. Fox 16' step back Jump Shot (4 PTS) (V. Wembanyama 3 AST),twopointmade,away,SAS,2,54-54,56-54,0.0,45.2060546875,0.5,0.51,0.505,,,1000,1017.93603515625,0.49,0.51,0.5,-0.0050000000000000044,0.0,-0.010000000000000009
55,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:43:43.600000+00:00,2,2:17,D. Fox 16' step back Jump Shot (4 PTS) (V. Wembanyama 3 AST),twopointmade,away,SAS,2,54-54,56-54,0.0,45.2060546875,0.5,0.51,0.505,,,3000,3011.635009765625,0.5,0.51,0.505,0.0,0.0,0.0
55,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:43:43.600000+00:00,2,2:17,D. Fox 16' step back Jump Shot (4 PTS) (V. Wembanyama 3 AST),twopointmade,away,SAS,2,54-54,56-54,0.0,45.2060546875,0.5,0.51,0.505,,,10000,10036.531005859375,0.5,0.51,0.505,0.0,0.0,0.0
55,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:43:43.600000+00:00,2,2:17,D. Fox 16' step back Jump Shot (4 PTS) (V. Wembanyama 3 AST),twopointmade,away,SAS,2,54-54,56-54,0.0,45.2060546875,0.5,0.51,0.505,,,60000,60045.279052734375,0.49,0.5,0.495,-0.010000000000000009,-0.010000000000000009,-0.010000000000000009
56,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:44:04+00:00,2,1:58,O. Anunoby driving DUNK (17 PTS) (J. Hart 2 AST),twopointmade,home,NYK,2,56-54,56-56,2.0,0.662109375,0.49,0.51,0.5,1490.6259765625,,100,103.113037109375,0.49,0.5,0.495,-0.0050000000000000044,-0.010000000000000009,0.0
56,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:44:04+00:00,2,1:58,O. Anunoby driving DUNK (17 PTS) (J. Hart 2 AST),twopointmade,home,NYK,2,56-54,56-56,2.0,0.662109375,0.49,0.51,0.5,1490.6259765625,,250,321.8720703125,0.49,0.51,0.5,0.0,0.0,0.0
56,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:44:04+00:00,2,1:58,O. Anunoby driving DUNK (17 PTS) (J. Hart 2 AST),twopointmade,home,NYK,2,56-54,56-56,2.0,0.662109375,0.49,0.51,0.5,1490.6259765625,,500,500.5380859375,0.49,0.51,0.5,0.0,0.0,0.0
56,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:44:04+00:00,2,1:58,O. Anunoby driving DUNK (17 PTS) (J. Hart 2 AST),twopointmade,home,NYK,2,56-54,56-56,2.0,0.662109375,0.49,0.51,0.5,1490.6259765625,,1000,1007.158935546875,0.49,0.5,0.495,-0.0050000000000000044,-0.010000000000000009,0.0
56,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:44:04+00:00,2,1:58,O. Anunoby driving DUNK (17 PTS) (J. Hart 2 AST),twopointmade,home,NYK,2,56-54,56-56,2.0,0.662109375,0.49,0.51,0.5,1490.6259765625,,3000,3037.070068359375,0.51,0.52,0.515,0.015000000000000013,0.010000000000000009,0.020000000000000018
56,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:44:04+00:00,2,1:58,O. Anunoby driving DUNK (17 PTS) (J. Hart 2 AST),twopointmade,home,NYK,2,56-54,56-56,2.0,0.662109375,0.49,0.51,0.5,1490.6259765625,,10000,10024.26708984375,0.5,0.52,0.51,0.010000000000000009,0.010000000000000009,0.010000000000000009
56,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:44:04+00:00,2,1:58,O. Anunoby driving DUNK (17 PTS) (J. Hart 2 AST),twopointmade,home,NYK,2,56-54,56-56,2.0,0.662109375,0.49,0.51,0.5,1490.6259765625,,60000,60002.784912109375,0.49,0.5,0.495,-0.0050000000000000044,-0.010000000000000009,0.0
57,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:44:57.300000+00:00,2,1:36,V. Wembanyama Free Throw 1 of 2 (15 PTS),freethrowmade,away,SAS,1,56-56,57-56,0.0,7.987060546875,0.49,0.5,0.495,1561.4609375,,100,128.176025390625,0.49,0.5,0.495,0.0,0.0,0.0
57,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:44:57.300000+00:00,2,1:36,V. Wembanyama Free Throw 1 of 2 (15 PTS),freethrowmade,away,SAS,1,56-56,57-56,0.0,7.987060546875,0.49,0.5,0.495,1561.4609375,,250,275.06298828125,0.49,0.5,0.495,0.0,0.0,0.0
57,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:44:57.300000+00:00,2,1:36,V. Wembanyama Free Throw 1 of 2 (15 PTS),freethrowmade,away,SAS,1,56-56,57-56,0.0,7.987060546875,0.49,0.5,0.495,1561.4609375,,500,501.705078125,0.49,0.5,0.495,0.0,0.0,0.0
57,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:44:57.300000+00:00,2,1:36,V. Wembanyama Free Throw 1 of 2 (15 PTS),freethrowmade,away,SAS,1,56-56,57-56,0.0,7.987060546875,0.49,0.5,0.495,1561.4609375,,1000,1026.304931640625,0.49,0.5,0.495,0.0,0.0,0.0
57,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:44:57.300000+00:00,2,1:36,V. Wembanyama Free Throw 1 of 2 (15 PTS),freethrowmade,away,SAS,1,56-56,57-56,0.0,7.987060546875,0.49,0.5,0.495,1561.4609375,,3000,3177.260009765625,0.5,0.51,0.505,0.010000000000000009,0.010000000000000009,0.010000000000000009
57,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:44:57.300000+00:00,2,1:36,V. Wembanyama Free Throw 1 of 2 (15 PTS),freethrowmade,away,SAS,1,56-56,57-56,0.0,7.987060546875,0.49,0.5,0.495,1561.4609375,,10000,10128.535888671875,0.5,0.51,0.505,0.010000000000000009,0.010000000000000009,0.010000000000000009
57,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:44:57.300000+00:00,2,1:36,V. Wembanyama Free Throw 1 of 2 (15 PTS),freethrowmade,away,SAS,1,56-56,57-56,0.0,7.987060546875,0.49,0.5,0.495,1561.4609375,,60000,60165.81494140625,0.45,0.46,0.455,-0.03999999999999998,-0.03999999999999998,-0.03999999999999998
58,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:45:43.100000+00:00,2,1:15,J. Hart 25' 3PT  (13 PTS) (J. Brunson 3 AST),threepointmade,home,NYK,3,57-56,57-59,1.0,7.9990234375,0.5,0.52,0.51,608.156982421875,,100,106.927001953125,0.5,0.52,0.51,0.0,0.0,0.0
58,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:45:43.100000+00:00,2,1:15,J. Hart 25' 3PT  (13 PTS) (J. Brunson 3 AST),threepointmade,home,NYK,3,57-56,57-59,1.0,7.9990234375,0.5,0.52,0.51,608.156982421875,,250,255.010009765625,0.5,0.52,0.51,0.0,0.0,0.0
58,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:45:43.100000+00:00,2,1:15,J. Hart 25' 3PT  (13 PTS) (J. Brunson 3 AST),threepointmade,home,NYK,3,57-56,57-59,1.0,7.9990234375,0.5,0.52,0.51,608.156982421875,,500,504.764892578125,0.5,0.52,0.51,0.0,0.0,0.0
58,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:45:43.100000+00:00,2,1:15,J. Hart 25' 3PT  (13 PTS) (J. Brunson 3 AST),threepointmade,home,NYK,3,57-56,57-59,1.0,7.9990234375,0.5,0.52,0.51,608.156982421875,,1000,1005.383056640625,0.51,0.53,0.52,0.010000000000000009,0.010000000000000009,0.010000000000000009
58,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:45:43.100000+00:00,2,1:15,J. Hart 25' 3PT  (13 PTS) (J. Brunson 3 AST),threepointmade,home,NYK,3,57-56,57-59,1.0,7.9990234375,0.5,0.52,0.51,608.156982421875,,3000,3005.52197265625,0.53,0.54,0.535,0.025000000000000022,0.020000000000000018,0.030000000000000027
58,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:45:43.100000+00:00,2,1:15,J. Hart 25' 3PT  (13 PTS) (J. Brunson 3 AST),threepointmade,home,NYK,3,57-56,57-59,1.0,7.9990234375,0.5,0.52,0.51,608.156982421875,,10000,10017.327880859375,0.54,0.55,0.545,0.03500000000000003,0.030000000000000027,0.040000000000000036
58,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:45:43.100000+00:00,2,1:15,J. Hart 25' 3PT  (13 PTS) (J. Brunson 3 AST),threepointmade,home,NYK,3,57-56,57-59,1.0,7.9990234375,0.5,0.52,0.51,608.156982421875,,60000,60002.6669921875,0.64,0.65,0.645,0.135,0.13,0.14
59,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:46:18+00:00,2,0:41,J. Brunson 28' 3PT  (15 PTS) (J. Hart 3 AST),threepointmade,home,NYK,3,57-59,57-62,-2.0,7.10400390625,0.56,0.58,0.5700000000000001,538.31005859375,,100,100.64111328125,0.56,0.58,0.5700000000000001,0.0,0.0,0.0
59,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:46:18+00:00,2,0:41,J. Brunson 28' 3PT  (15 PTS) (J. Hart 3 AST),threepointmade,home,NYK,3,57-59,57-62,-2.0,7.10400390625,0.56,0.58,0.5700000000000001,538.31005859375,,250,271.9541015625,0.56,0.57,0.565,-0.0050000000000001155,-0.010000000000000009,0.0
59,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:46:18+00:00,2,0:41,J. Brunson 28' 3PT  (15 PTS) (J. Hart 3 AST),threepointmade,home,NYK,3,57-59,57-62,-2.0,7.10400390625,0.56,0.58,0.5700000000000001,538.31005859375,,500,517.385009765625,0.57,0.58,0.575,0.004999999999999893,0.0,0.009999999999999898
59,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:46:18+00:00,2,0:41,J. Brunson 28' 3PT  (15 PTS) (J. Hart 3 AST),threepointmade,home,NYK,3,57-59,57-62,-2.0,7.10400390625,0.56,0.58,0.5700000000000001,538.31005859375,,1000,1043.85693359375,0.59,0.6,0.595,0.02499999999999991,0.020000000000000018,0.029999999999999916
59,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:46:18+00:00,2,0:41,J. Brunson 28' 3PT  (15 PTS) (J. Hart 3 AST),threepointmade,home,NYK,3,57-59,57-62,-2.0,7.10400390625,0.56,0.58,0.5700000000000001,538.31005859375,,3000,3017.277099609375,0.59,0.6,0.595,0.02499999999999991,0.020000000000000018,0.029999999999999916
59,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:46:18+00:00,2,0:41,J. Brunson 28' 3PT  (15 PTS) (J. Hart 3 AST),threepointmade,home,NYK,3,57-59,57-62,-2.0,7.10400390625,0.56,0.58,0.5700000000000001,538.31005859375,,10000,10001.139892578125,0.61,0.62,0.615,0.04499999999999993,0.040000000000000036,0.04999999999999993
59,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:46:18+00:00,2,0:41,J. Brunson 28' 3PT  (15 PTS) (J. Hart 3 AST),threepointmade,home,NYK,3,57-59,57-62,-2.0,7.10400390625,0.56,0.58,0.5700000000000001,538.31005859375,,60000,60032.632080078125,0.66,0.67,0.665,0.09499999999999997,0.09000000000000008,0.09999999999999998
60,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:47:42.200000+00:00,2,0:09,K. Towns Free Throw 1 of 2 (8 PTS),freethrowmade,home,NYK,1,57-62,57-63,-5.0,17.405029296875,0.65,0.66,0.655,1964.958984375,,100,107.498046875,0.65,0.66,0.655,0.0,0.0,0.0
60,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:47:42.200000+00:00,2,0:09,K. Towns Free Throw 1 of 2 (8 PTS),freethrowmade,home,NYK,1,57-62,57-63,-5.0,17.405029296875,0.65,0.66,0.655,1964.958984375,,250,256.902099609375,0.65,0.66,0.655,0.0,0.0,0.0
60,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:47:42.200000+00:00,2,0:09,K. Towns Free Throw 1 of 2 (8 PTS),freethrowmade,home,NYK,1,57-62,57-63,-5.0,17.405029296875,0.65,0.66,0.655,1964.958984375,,500,531.25,0.65,0.66,0.655,0.0,0.0,0.0
60,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:47:42.200000+00:00,2,0:09,K. Towns Free Throw 1 of 2 (8 PTS),freethrowmade,home,NYK,1,57-62,57-63,-5.0,17.405029296875,0.65,0.66,0.655,1964.958984375,,1000,1022.39794921875,0.65,0.66,0.655,0.0,0.0,0.0
60,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:47:42.200000+00:00,2,0:09,K. Towns Free Throw 1 of 2 (8 PTS),freethrowmade,home,NYK,1,57-62,57-63,-5.0,17.405029296875,0.65,0.66,0.655,1964.958984375,,3000,3036.47607421875,0.66,0.67,0.665,0.010000000000000009,0.010000000000000009,0.010000000000000009
60,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:47:42.200000+00:00,2,0:09,K. Towns Free Throw 1 of 2 (8 PTS),freethrowmade,home,NYK,1,57-62,57-63,-5.0,17.405029296875,0.65,0.66,0.655,1964.958984375,,10000,10011.054931640625,0.66,0.67,0.665,0.010000000000000009,0.010000000000000009,0.010000000000000009
60,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:47:42.200000+00:00,2,0:09,K. Towns Free Throw 1 of 2 (8 PTS),freethrowmade,home,NYK,1,57-62,57-63,-5.0,17.405029296875,0.65,0.66,0.655,1964.958984375,,60000,60025.31298828125,0.66,0.67,0.665,0.010000000000000009,0.010000000000000009,0.010000000000000009
61,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:48:24.300000+00:00,2,0:09,K. Towns Free Throw 2 of 2 (9 PTS),freethrowmade,home,NYK,1,57-63,57-64,-6.0,5.501953125,0.65,0.66,0.655,420.798095703125,,100,123.5400390625,0.65,0.66,0.655,0.0,0.0,0.0
61,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:48:24.300000+00:00,2,0:09,K. Towns Free Throw 2 of 2 (9 PTS),freethrowmade,home,NYK,1,57-63,57-64,-6.0,5.501953125,0.65,0.66,0.655,420.798095703125,,250,251.39306640625,0.65,0.66,0.655,0.0,0.0,0.0
61,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:48:24.300000+00:00,2,0:09,K. Towns Free Throw 2 of 2 (9 PTS),freethrowmade,home,NYK,1,57-63,57-64,-6.0,5.501953125,0.65,0.66,0.655,420.798095703125,,500,521.60205078125,0.66,0.67,0.665,0.010000000000000009,0.010000000000000009,0.010000000000000009
61,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:48:24.300000+00:00,2,0:09,K. Towns Free Throw 2 of 2 (9 PTS),freethrowmade,home,NYK,1,57-63,57-64,-6.0,5.501953125,0.65,0.66,0.655,420.798095703125,,1000,1025.553955078125,0.66,0.67,0.665,0.010000000000000009,0.010000000000000009,0.010000000000000009
61,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:48:24.300000+00:00,2,0:09,K. Towns Free Throw 2 of 2 (9 PTS),freethrowmade,home,NYK,1,57-63,57-64,-6.0,5.501953125,0.65,0.66,0.655,420.798095703125,,3000,3050.570068359375,0.66,0.67,0.665,0.010000000000000009,0.010000000000000009,0.010000000000000009
61,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:48:24.300000+00:00,2,0:09,K. Towns Free Throw 2 of 2 (9 PTS),freethrowmade,home,NYK,1,57-63,57-64,-6.0,5.501953125,0.65,0.66,0.655,420.798095703125,,10000,10049.64599609375,0.66,0.67,0.665,0.010000000000000009,0.010000000000000009,0.010000000000000009
61,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:48:24.300000+00:00,2,0:09,K. Towns Free Throw 2 of 2 (9 PTS),freethrowmade,home,NYK,1,57-63,57-64,-6.0,5.501953125,0.65,0.66,0.655,420.798095703125,,60000,60096.694091796875,0.68,0.69,0.685,0.030000000000000027,0.029999999999999916,0.030000000000000027
62,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 02:06:28.300000+00:00,3,11:33,J. Champagnie driving finger roll Layup (5 PTS) (D. Fox 6 AST),twopointmade,away,SAS,2,57-64,59-64,7.0,48.491943359375,0.38,0.39,0.385,189.69189453125,,100,188.2919921875,0.38,0.4,0.39,0.0050000000000000044,0.010000000000000009,0.0
62,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 02:06:28.300000+00:00,3,11:33,J. Champagnie driving finger roll Layup (5 PTS) (D. Fox 6 AST),twopointmade,away,SAS,2,57-64,59-64,7.0,48.491943359375,0.38,0.39,0.385,189.69189453125,,250,259.860107421875,0.39,0.4,0.395,0.010000000000000009,0.010000000000000009,0.010000000000000009
62,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 02:06:28.300000+00:00,3,11:33,J. Champagnie driving finger roll Layup (5 PTS) (D. Fox 6 AST),twopointmade,away,SAS,2,57-64,59-64,7.0,48.491943359375,0.38,0.39,0.385,189.69189453125,,500,503.0830078125,0.39,0.4,0.395,0.010000000000000009,0.010000000000000009,0.010000000000000009
62,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 02:06:28.300000+00:00,3,11:33,J. Champagnie driving finger roll Layup (5 PTS) (D. Fox 6 AST),twopointmade,away,SAS,2,57-64,59-64,7.0,48.491943359375,0.38,0.39,0.385,189.69189453125,,1000,1238.06201171875,0.39,0.4,0.395,0.010000000000000009,0.010000000000000009,0.010000000000000009
